   3.1892819148936171     
   243.16000000000000     
   1.0348740785572970        8.7965813797814607E-005
         501           1
 
   57.000000000000000        57.000000000000000     
   2.5000000000000001E-003   1.2500000000000000     
   (1.39811650098251836E-009,3.49597919811382924E-012)   (1.40436670036856786E-009,3.52727691789877453E-012)
   (1.39810230284312055E-009,3.49594334264741778E-012)   (7.64865052282787441E-017,1.92107276514801780E-019)   (7.64865052282787441E-017,1.92107276514801804E-019) (-1.40435245381172971E-009,-3.52724081839857516E-012)
   5.2495000000000000E-002   1.2500000000000000     
   (1.29470166110375525E-005,3.25999834319869539E-008)   (1.30049553039848157E-005,3.28921600418703729E-008)
   (1.28891458058895887E-005,3.24538293449363891E-008)   (7.05139980274292456E-013,1.78343148476623921E-015)   (7.05139980274109693E-013,1.78343148476530560E-015) (-1.29468870038784715E-005,-3.27450104548496612E-008)
  0.10249000000000000        1.2500000000000000     
   (9.64085540029113925E-005,2.53262575243887152E-007)   (9.68412557385933643E-005,2.55544849819457139E-007)
   (9.47739440995513802E-005,2.49132962349689406E-007)   (5.18507928658617580E-012,1.36918196229947907E-014)   (5.18507928650905494E-012,1.36918196226059927E-014) (-9.52010555876679174E-005,-2.51387036066579779E-007)
  0.15248500000000001        1.2500000000000000     
   (3.17800763431296939E-004,9.23760594685474163E-007)   (3.19234168861531691E-004,9.32246724080753396E-007)
   (3.05968142221273924E-004,8.93826460849770743E-007)   (1.67405020174858363E-011,4.91344726295567601E-014)   (1.67405020148079070E-011,4.91344726157687400E-014) (-3.07360936681568041E-004,-9.02106858625911721E-007)
  0.20247999999999999        1.2500000000000000     
   (7.44982514027573263E-004,2.55037659931831635E-006)   (7.48366452498100822E-004,2.57492911436488915E-006)
   (6.96609628452406161E-004,2.42747948161921121E-006)   (3.81170466403423944E-011,1.33509958647981832E-013)   (3.81170466060055650E-011,1.33509958473376470E-013) (-6.99826712815144439E-004,-2.45117447656907324E-006)
  0.25247500000000000        1.2500000000000000     
   (1.44635383673125790E-003,6.11145809700380381E-006)   (1.45298473277680976E-003,6.17529613440036594E-006)
   (1.30236008050264602E-003,5.74173318996534780E-006)   (7.12707825118719280E-011,3.16079823733933937E-013)   (7.12707822661607575E-011,3.16079822472849786E-013) (-1.30849104485010101E-003,-5.80290695909232691E-006)
  0.30247000000000002        1.2500000000000000     
   (2.49084037434207277E-003,1.33019031693649056E-005)   (2.50239203187048800E-003,1.34573014953524927E-005)
   (2.14085780072043692E-003,1.23833188495456719E-005)   (1.17174774104002760E-010,6.82613990414830025E-013)   (1.17174772880904813E-010,6.82613984052146352E-013) (-2.15118445173584144E-003,-1.25316889924724526E-005)
  0.35246499999999997        1.2500000000000000     
   (3.94776740296399597E-003,2.67403820335287588E-005)   (3.96632888502756239E-003,2.70967597003356489E-005)
   (3.20913269736702259E-003,2.47231432466491957E-005)   (1.75678071669923690E-010,1.36524828602180167E-012)   (1.75678066665909593E-010,1.36524826093506604E-012) (-3.22508349828007053E-003,-2.50625303859817685E-005)
  0.40245999999999998        1.2500000000000000     
   (5.88665232466373169E-003,5.00903670880530191E-005)   (5.91476790990616823E-003,5.08596079381935020E-005)
   (4.48216131380977430E-003,4.60004220021155980E-005)   (2.45426594158440537E-010,2.54576756835142776E-012)   (2.45426578992023777E-010,2.54576748531509019E-012) (-4.50525565970036779E-003,-4.67303329383910373E-005)
  0.45245499999999994        1.2500000000000000     
   (8.37696446959155204E-003,8.80624486803033719E-005)   (8.41767208354592122E-003,8.96256623304025830E-005)
   (5.91269968798238763E-003,8.01799108932708379E-005)   (3.23853519297863545E-010,4.44887835373033513E-012)   (3.23853477305916551E-010,4.44887810611810654E-012) (-5.94448083874245334E-003,-8.16543058252320426E-005)
  0.50244999999999995        1.2500000000000000     
   (1.14878801255023991E-002,1.46290761780342322E-004)   (1.15447649363598307E-002,1.49288964834959104E-004)
   (7.43251829249900065E-003,1.31580143125976088E-004)   (4.07244436276363714E-010,7.32303682238258532E-012)   (4.07244439639902596E-010,7.32303682107025358E-012) (-7.47444140752779977E-003,-1.34382185583518390E-004)
  0.55244499999999985        1.2500000000000000     
   (1.52882559864051526E-002,2.31107723570297355E-004)   (1.53654049443519413E-002,2.36554873572083227E-004)
   (8.95492160950342279E-003,2.04261302006065028E-004)   (4.90876114179680775E-010,1.14079887819938838E-011)   (4.90876123617767103E-010,1.14079888139762664E-011) (-9.00827960789385082E-003,-2.09287992041463521E-004)
  0.60243999999999998        1.2500000000000000     
   (1.98465345907405250E-002,3.49269238259028534E-004)   (1.99485539448080972E-002,3.58682777782760647E-004)
