   99.930833333333339     
   243.16000000000000     
   1.0348945062193351        7.3510512549595683E-006
         501           1
 
   74.000000000000000        74.000000000000000     
   2.5000000000000001E-003   1.2500000000000000     
   (1.42289280397558816E-012,2.96731554428326167E-016)   (1.43126599639914661E-012,3.00233258538393539E-016)
   (1.42289278794639299E-012,2.96731551051827450E-016)   (3.94510232539404631E-020,8.27554716801006758E-024)   (3.94510232539408242E-020,8.27554716801006905E-024) (-1.43126598029923275E-012,-3.00233255132143081E-016)
   5.2495000000000000E-002   1.2500000000000000     
   (1.31736484999210835E-008,2.74725423794596390E-012)   (1.32511701548465897E-008,2.77967436921681452E-012)
   (1.31735830663667838E-008,2.74724045457272851E-012)   (3.65249812658707527E-016,7.66177999121350982E-020)   (3.65249812658707625E-016,7.66177999121351102E-020) (-1.32511044326074159E-008,-2.77966046439780815E-012)
  0.10249000000000000        1.2500000000000000     
   (9.80385785377375693E-008,2.04454875460341300E-011)   (9.86154978993943035E-008,2.06867643917553663E-011)
   (9.80367223743497220E-008,2.04450965509672514E-011)   (2.71815921165749312E-015,5.70193449878781043E-019)   (2.71815921165749312E-015,5.70193449878781235E-019) (-9.86136335467423281E-008,-2.06863699516058532E-011)
  0.15248500000000001        1.2500000000000000     
   (3.22874941938168301E-007,6.73371722622793714E-011)   (3.24774942203849433E-007,6.81318174110504065E-011)
   (3.22861410594097527E-007,6.73343219256679626E-011)   (8.95163318304410862E-015,1.87788761334395065E-018)   (8.95163318304411177E-015,1.87788761334395103E-018) (-3.24761351160184288E-007,-6.81289419598732728E-011)
  0.20247999999999999        1.2500000000000000     
   (7.55962030651390418E-007,1.57673578800785454E-010)   (7.60410590294262251E-007,1.59534301651786152E-010)
   (7.55906169325686680E-007,1.57661811777471136E-010)   (2.09582038168966825E-014,4.39703309659465646E-018)   (2.09582038168966888E-014,4.39703309659465646E-018) (-7.60354482511404832E-007,-1.59522430947864431E-010)
  0.25247500000000000        1.2500000000000000     
   (1.46557995688625388E-006,3.05725145474012305E-010)   (1.47420444450453965E-006,3.09333062524586548E-010)
   (1.46541157847931418E-006,3.05689677043622967E-010)   (4.06299094094055855E-014,8.52538709382934350E-018)   (4.06299094094055981E-014,8.52538709382934504E-018) (-1.47403532321461116E-006,-3.09297281575183640E-010)
  0.30247000000000002        1.2500000000000000     
   (2.52000984526781958E-006,5.25795457974440466E-010)   (2.53483960372066627E-006,5.32000557526569739E-010)
   (2.51959431888477029E-006,5.25707928476740201E-010)   (6.98581293469720449E-014,1.46614875910775268E-017)   (6.98581293469720449E-014,1.46614875910775299E-017) (-2.53442224404234068E-006,-5.31912256784316978E-010)
  0.35246499999999997        1.2500000000000000     
   (3.98753431631164027E-006,8.32239201193695621E-010)   (4.01100045235424332E-006,8.42060811957651728E-010)
   (3.98664150787158164E-006,8.32051133387489178E-010)   (1.10533419243599951E-013,2.32051123387978709E-017)   (1.10533419243599963E-013,2.32051123387978740E-017) (-4.01010370479213826E-006,-8.41871087020435882E-010)
  0.40245999999999998        1.2500000000000000     
   (5.93643771064144897E-006,1.23948368303093225E-009)   (5.97137292288564997E-006,1.25411159628741387E-009)
   (5.93470477745410450E-006,1.23911864480951377E-009)   (1.64545348160056364E-013,3.45578542007095390E-017)   (1.64545348160056414E-013,3.45578542007095390E-017) (-5.96963234384588490E-006,-1.25374334154405425E-009)
  0.45245499999999994        1.2500000000000000     
   (8.43500604309637682E-006,1.76205498006311387E-009)   (8.48464636818380160E-006,1.78285037867277872E-009)
   (8.43189408506244850E-006,1.76139945292690577E-009)   (2.33782380260991831E-013,4.91238005731268584E-017)   (2.33782380260991831E-013,4.91238005731268523E-017) (-8.48152067974594906E-006,-1.78218907534897648E-009)
  0.50244999999999995        1.2500000000000000     
   (1.15515277980022706E-005,2.41460694567477107E-009)   (1.16195089914058419E-005,2.44310411432093166E-009)
   (1.15462723681053248E-005,2.41349989961409994E-009)   (3.20131578976236324E-013,6.73103185720659221E-017)   (3.20131578976236324E-013,6.73103185720658975E-017) (-1.16142303736177628E-005,-2.44198731341865059E-009)
  0.55244499999999985        1.2500000000000000     
   (1.53542927906236644E-005,3.21195496407085195E-009)   (1.54446570059900141E-005,3.24986337804403543E-009)
   (1.53458482677678900E-005,3.21017613955675645E-009)   (4.25478689690973564E-013,8.95289599687867335E-017)   (4.25478689690973564E-013,8.95289599687866473E-017) (-1.54361752238318288E-005,-3.24806887904363974E-009)
  0.60243999999999998        1.2500000000000000     
   (1.99115958010401769E-005,4.16911361635880418E-009)   (2.00287820966505093E-005,4.21831968105455746E-009)
