   31.557105263157897     
   243.16000000000000     
   1.0349027919531295        1.7696383779528649E-005
         501           1
 
   44.000000000000000        44.000000000000000     
   2.5000000000000001E-003   1.2500000000000000     
   (1.43119417072947538E-011,7.20350238869703605E-015)   (1.43558105682265285E-011,7.24765717652118142E-015)
   (1.43119403549761044E-011,7.20350170130853338E-015)   (1.03267039317417670E-018,5.21352726434852675E-022)   (1.03267039317418287E-018,5.21352726434852769E-022) (-1.43558092126813480E-011,-7.24765648586152659E-015)
   5.2495000000000000E-002   1.2500000000000000     
   (1.32505314863920675E-007,6.66951992895822717E-011)   (1.32911469220148415E-007,6.71040202650408048E-011)
   (1.32499794565109964E-007,6.66923933002127662E-011)   (9.56045219906483988E-015,4.82685618254301437E-018)   (9.56045219906484304E-015,4.82685618254301668E-018) (-1.32905935750532378E-007,-6.71012009223740576E-011)
  0.10249000000000000        1.2500000000000000     
   (9.86112888309490938E-007,4.96464663543962728E-010)   (9.89135683790224286E-007,4.99507938933809261E-010)
   (9.85956298660294621E-007,4.96385068285990822E-010)   (7.11411742416365301E-014,3.59258435361977669E-017)   (7.11411742416365554E-014,3.59258435361977854E-017) (-9.88978720524635553E-007,-4.99427964887586603E-010)
  0.15248500000000001        1.2500000000000000     
   (3.24764046273275049E-006,1.63603590747373173E-009)   (3.25759607024408132E-006,1.64606518967867172E-009)
   (3.24649899736208819E-006,1.63545569366902939E-009)   (2.34249562752890920E-013,1.18366115320497815E-016)   (2.34249562752890920E-013,1.18366115320497864E-016) (-3.25645188132712361E-006,-1.64548221457006733E-009)
  0.20247999999999999        1.2500000000000000     
   (7.60394755079224862E-006,3.83502279071726742E-009)   (7.62725880588214265E-006,3.85853421400922061E-009)
   (7.59923562802734824E-006,3.83262768246561141E-009)   (5.48319442009539908E-013,2.77386760057851557E-016)   (5.48319442009539807E-013,2.77386760057851261E-016) (-7.62253563977333819E-006,-3.85612770648971342E-009)
  0.25247500000000000        1.2500000000000000     
   (1.47419772443478913E-005,7.44914440816652334E-009)   (1.47871760249575249E-005,7.49481767120243827E-009)
   (1.47277759277897950E-005,7.44192572658334492E-009)   (1.06267683527959042E-012,5.38610795385365203E-016)   (1.06267683527958881E-012,5.38610795385363329E-016) (-1.47729408196635813E-005,-7.48756463054872379E-009)
  0.30247000000000002        1.2500000000000000     
   (2.53487804548229017E-005,1.28446773047435019E-008)   (2.54265080628934159E-005,1.29234429971889771E-008)
   (2.53137386644857176E-005,1.28268650643856259E-008)   (1.82650428951968667E-012,9.28348486479127080E-016)   (1.82650428951967576E-012,9.28348486479116036E-016) (-2.53913826439654341E-005,-1.29055459672748299E-008)
  0.35246499999999997        1.2500000000000000     
   (4.01115500847174238E-005,2.04041385604049550E-008)   (4.02345629949876332E-005,2.05292811729742905E-008)
   (4.00362697303771473E-005,2.03658721440528063E-008)   (2.88880652598796314E-012,1.47398977166635581E-015)   (2.88880652598791225E-012,1.47398977166631045E-015) (-4.01591029651422781E-005,-2.04908325806670562E-008)
  0.40245999999999998        1.2500000000000000     
   (5.97176354465177902E-005,3.05331873131522922E-008)   (5.99008034098628267E-005,3.07204952502990983E-008)
   (5.95715419113902286E-005,3.04589243574742318E-008)   (4.29837383553179016E-012,2.20448519489460595E-015)   (4.29837383553164152E-012,2.20448519489445488E-015) (-5.97543611402457845E-005,-3.06458787030721501E-008)
  0.45245499999999994        1.2500000000000000     
   (8.48545850328028803E-005,4.36687334022949397E-008)   (8.51149026433829699E-005,4.39366943147446848E-008)
   (8.45922846406832896E-005,4.35353976143755455E-008)   (6.10374915188297532E-012,3.15091360127125122E-015)   (6.10374915188255123E-012,3.15091360127084456E-015) (-8.48519760457431210E-005,-4.38027235628822451E-008)
  0.50244999999999995        1.2500000000000000     
   (1.16210152268525222E-004,6.02882320743996664E-008)   (1.16566724010840005E-004,6.06583062847759688E-008)
   (1.15767278815921378E-004,6.00631007119129730E-008)   (8.35318973159178707E-012,4.34713756194992642E-015)   (8.35318973159068847E-012,4.34713756194881649E-015) (-1.16122793100333180E-004,-6.04321025976203182E-008)
  0.55244499999999985        1.2500000000000000     
   (1.54472342116225710E-004,8.09201626326906955E-008)   (1.54946427702303848E-004,8.14171127531820438E-008)
   (1.53760894502381310E-004,8.05584944360070244E-008)   (1.10946381693426616E-011,5.83054244557514649E-015)   (1.10946381693401009E-011,5.83054244557257795E-015) (-1.54233281089493843E-004,-8.10537214842252832E-008)
  0.60243999999999998        1.2500000000000000     
   (2.00329407289166815E-004,1.06155628070075858E-007)   (2.00944376198385532E-004,1.06807927301201037E-007)
