   8.5655000000000001     
   243.16000000000000     
   1.0348951153463419        4.4036365072500215E-005
         501           1
 
   11.000000000000000        11.000000000000000     
   2.5000000000000001E-003   1.2500000000000000     
   (1.94769686786915402E-010,2.44689186491916064E-013)   (1.94814593224473921E-010,2.44801687326786736E-013)
   (1.94769486240882869E-010,2.44688931983545806E-013)   (1.91235099755906434E-017,2.40303736160758233E-020)   (1.91235099755906434E-017,2.40303736160758233E-020) (-1.94814392640477159E-010,-2.44801432722439647E-013)
   5.2495000000000000E-002   1.2500000000000000     
   (1.80330071749763537E-006,2.26714407980787827E-009)   (1.80371656445539788E-006,2.26818663324948544E-009)
   (1.80248218239758081E-006,2.26610528806324764E-009)   (1.76977356481286174E-013,2.22549361726789162E-016)   (1.76977356481286149E-013,2.22549361726789162E-016) (-1.80289787439001912E-006,-2.26714744971382693E-009)
  0.10249000000000000        1.2500000000000000     
   (1.34213206043888664E-005,1.69510433998975831E-008)   (1.34244171234481314E-005,1.69588425079185877E-008)
   (1.33981109891164988E-005,1.69215877349716315E-008)   (1.31549860672558362E-012,1.66183378052233235E-015)   (1.31549860672558220E-012,1.66183378052232861E-015) (-1.34012031121335144E-005,-1.69293757288531793E-008)
  0.15248500000000001        1.2500000000000000     
   (4.42070744866669620E-005,5.65028154317426363E-008)   (4.42172820056498166E-005,5.65288394065953439E-008)
   (4.40379960383071496E-005,5.62882257156539381E-008)   (4.32388894252377791E-012,5.52795375033869698E-015)   (4.32388894252372460E-012,5.52795375033855419E-015) (-4.40481715133320698E-005,-5.63141686547198782E-008)
  0.20247999999999999        1.2500000000000000     
   (1.03523554979785494E-004,1.35314434655062144E-007)   (1.03547486276098086E-004,1.35376881020131618E-007)
   (1.02826230562494235E-004,1.34429330924761215E-007)   (1.00960414815596468E-011,1.32020535238511647E-014)   (1.00960414815589908E-011,1.32020535238493976E-014) (-1.02850029579343877E-004,-1.34491442539011267E-007)
  0.25247500000000000        1.2500000000000000     
   (2.00748538014562233E-004,2.71843221438702043E-007)   (2.00795012698218973E-004,2.71969127827597435E-007)
   (1.98649273321226751E-004,2.69178199732211607E-007)   (1.95044848554418141E-011,2.64355481054855862E-014)   (1.95044848554367380E-011,2.64355481054724880E-014) (-1.98695349299765823E-004,-2.69303095431366365E-007)
  0.30247000000000002        1.2500000000000000     
   (3.45278770849679305E-004,4.91492186424565740E-007)   (3.45358849980152217E-004,4.91721233540853550E-007)
   (3.40106067560588918E-004,4.84923355480552203E-007)   (3.33935234274934015E-011,4.76236931681798889E-014)   (3.33935234274682888E-011,4.76236931681147353E-014) (-3.40185162855402296E-004,-4.85149899293246807E-007)
  0.35246499999999997        1.2500000000000000     
   (5.46533689161912521E-004,8.30177229239830384E-007)   (5.46660715056268565E-004,8.30567910470585559E-007)
   (5.35439474042593449E-004,8.16080878912387569E-007)   (5.25725059956639110E-011,8.01466667808376206E-014)   (5.25725059955603325E-011,8.01466667805771450E-014) (-5.35564386217486144E-004,-8.16466143952321409E-007)
  0.40245999999999998        1.2500000000000000     
   (8.13958524425530171E-004,1.33849463571230865E-006)   (8.14148177363212765E-004,1.33913359913647716E-006)
   (7.92469296934305558E-004,1.31116537274317782E-006)   (7.78092520063545519E-011,1.28769491849409867E-013)   (7.78092520060180445E-011,1.28769491848555701E-013) (-7.92654847405176578E-004,-1.31179369587103932E-006)
  0.45245499999999994        1.2500000000000000     
   (1.15702658535924677E-003,2.08638723252398125E-006)   (1.15729694684005096E-003,2.08740282522147042E-006)
   (1.11852709720820982E-003,2.03735424743049382E-006)   (1.09823652241591517E-010,2.00090481702995924E-013)   (1.09823652240630256E-010,2.00090481700568126E-013) (-1.11879009208099467E-003,-2.03835035987383208E-006)
  0.50244999999999995        1.2500000000000000     
   (1.58524078067376773E-003,3.16819069593331281E-006)   (1.58561239494587930E-003,3.16977183790912759E-006)
   (1.52039323183415114E-003,3.08542070712951724E-006)   (1.49281487105142759E-010,3.03025982356691752E-013)   (1.49281487102692909E-010,3.03025982350490169E-013) (-1.52075240589331310E-003,-3.08696798263707968E-006)
  0.55244499999999985        1.2500000000000000     
   (2.10813433927863232E-003,4.70793446356652066E-006)   (2.10863030736833674E-003,4.71035629056115539E-006)
   (2.00423648392705073E-003,4.57490068381651442E-006)   (1.96788502751720364E-010,4.49318210081069763E-013)   (1.96788502745983065E-010,4.49318210066576432E-013) (-2.00471246397812639E-003,-4.57726580061458151E-006)
  0.60243999999999998        1.2500000000000000     
   (2.73527085884858702E-003,6.86475646133516018E-006)   (2.73591693244870388E-003,6.86841443517276605E-006)
