   3.1892819148936171     
   243.16000000000000     
   1.0348740785572970        8.7965813797814607E-005
         501           1
 
   75.000000000000000        75.000000000000000     
   2.5000000000000001E-003   1.2500000000000000     
   (1.39607586427923750E-009,3.48576076028692383E-012)   (1.40436670384967330E-009,3.52727693559732641E-012)
   (1.39606037245007013E-009,3.48572168926255304E-012)   (3.63472689265423438E-017,9.12915921504183759E-020)   (3.63472689265423006E-017,9.12915921504182556E-020) (-1.40435114308842350E-009,-3.52723751736653700E-012)
   5.2495000000000000E-002   1.2500000000000000     
   (1.29281201760685193E-005,3.25046472119809491E-008)   (1.30049692343715027E-005,3.28921856170559884E-008)
   (1.28649855324121799E-005,3.23454087366165782E-008)   (3.34953239953741927E-013,8.47160770242880909E-016)   (3.34953239953609045E-013,8.47160770242198248E-016) (-1.29415534756032363E-005,-3.27315310842527039E-008)
  0.10249000000000000        1.2500000000000000     
   (9.62678312211330669E-005,2.52510962323548717E-007)   (9.68416297823235304E-005,2.55537362993495833E-007)
   (9.44852688472288497E-005,2.48013413388513050E-007)   (2.46014011035547299E-012,6.49653927408221929E-015)   (2.46014011029928408E-012,6.49653927379825539E-015) (-9.50511149713473654E-005,-2.50999736330362020E-007)
  0.15248500000000001        1.2500000000000000     
   (3.17336583487381227E-004,9.20793809197929182E-007)   (3.19236671237789070E-004,9.32040511003915966E-007)
   (3.04441632486624945E-004,8.88211590968041591E-007)   (7.92747985953415117E-012,2.32735368008093734E-014)   (7.92747985758054282E-012,2.32735367907233134E-014) (-3.06284005571097874E-004,-8.99166796711195698E-007)
  0.20247999999999999        1.2500000000000000     
   (7.43892514670948342E-004,2.54044286581404590E-006)   (7.48375723673675255E-004,2.57294496443243321E-006)
   (6.91225950866904701E-004,2.40675741570924756E-006)   (1.80012472355109916E-011,6.31074135914222995E-014)   (1.80012472103947024E-011,6.31074134635890558E-014) (-6.95472354735788417E-004,-2.43805472900153440E-006)
  0.25247500000000000        1.2500000000000000     
   (1.44423114076492123E-003,6.07983400700155348E-006)   (1.45300968281788373E-003,6.16416595282996475E-006)
   (1.28764345433100749E-003,5.67782013898806401E-006)   (3.35388299463141603E-011,1.49059771114977267E-013)   (3.35388297665658874E-011,1.49059770190118357E-013) (-1.29571369769429143E-003,-5.75848008893528847E-006)
  0.30247000000000002        1.2500000000000000     
   (2.48716937747666842E-003,1.32082204391950820E-005)   (2.50244830986972450E-003,1.34128497896435958E-005)
   (2.10712993418088641E-003,1.22092682092463853E-005)   (5.48952189941769444E-011,3.21109332616534229E-013)   (5.48952180997051632E-011,3.21109327936430788E-013) (-2.12067684216924639E-003,-1.24045518168158980E-005)
  0.35246499999999997        1.2500000000000000     
   (3.94192360883468054E-003,2.64894936972262210E-005)   (3.96644629474300885E-003,2.69567399283944046E-005)
   (3.14122622462537082E-003,2.42933995852305106E-005)   (8.18574830566463397E-011,6.40452532428531040E-013)   (8.18574794228818202E-011,6.40452513910155636E-013) (-3.16206636188820283E-003,-2.47392622640725720E-005)
  0.40245999999999998        1.2500000000000000     
   (5.87791507260768901E-003,4.94871655901987412E-005)   (5.91500998334464675E-003,5.04902823865324105E-005)
   (4.35840680733189448E-003,4.50245555410444832E-005)   (1.13614181226792282E-010,1.19049594754098683E-012)   (1.13614170125363577E-010,1.19049588586872660E-012) (-4.38843704191076069E-003,-4.59815023474752349E-005)
  0.45245499999999994        1.2500000000000000     
   (8.36455314119678543E-003,8.67527805436936429E-005)   (8.41817740847464711E-003,8.87783495093901484E-005)
   (5.70439926396355650E-003,7.81229931762122195E-005)   (1.48763336021433256E-010,2.07292841535756371E-012)   (1.48763305281494913E-010,2.07292823075705056E-012) (-5.74549819729566324E-003,-8.00516021395861812E-005)
  0.50244999999999995        1.2500000000000000     
   (1.14710667055883189E-002,1.43697757328620500E-004)   (1.15458273114164289E-002,1.47554673571570092E-004)
   (7.10406142244392972E-003,1.27526901841236955E-004)   (1.85358951626712657E-010,3.39779077569798761E-012)   (1.85358951898037462E-010,3.39779073742251950E-012) (-7.15797388669466971E-003,-1.31182990311757056E-004)
  0.55244499999999985        1.2500000000000000     
   (1.52664095468584039E-002,2.26380279154014314E-004)   (1.53675729688046245E-002,2.33331806344329475E-004)
   (8.46485344436812524E-003,1.96749007374342235E-004)   (2.21004121060601275E-010,5.26732148090555487E-012)   (2.21004123008939620E-010,5.26732140120245224E-012) (-8.53301083474756333E-003,-2.03289394558906731E-004)
  0.60243999999999998        1.2500000000000000     
   (1.98193481413008812E-002,3.41267209208654060E-004)   (1.99527929645493332E-002,3.53176982735507034E-004)
