   99.930833333333339     
   243.16000000000000     
   1.0348945062193351        7.3510512549595683E-006
         501           1
 
   70.000000000000000        70.000000000000000     
   2.5000000000000001E-003   1.2500000000000000     
   (1.42326434849202735E-012,2.96886935899865258E-016)   (1.43126599639850078E-012,3.00233258538119509E-016)
   (1.42326433270244839E-012,2.96886932573074541E-016)   (4.89521661109709774E-020,1.02685792715696334E-023)   (4.89521661109714107E-020,1.02685792715696363E-023) (-1.43126598054216717E-012,-3.00233255183241694E-016)
   5.2495000000000000E-002   1.2500000000000000     
   (1.31770883724701119E-008,2.74869281814965659E-012)   (1.32511701522112435E-008,2.77967436809796913E-012)
   (1.31770239170620234E-008,2.74867923769200437E-012)   (4.53214374646708174E-016,9.50699687481974050E-020)   (4.53214374646708272E-016,9.50699687481974291E-020) (-1.32511054243002630E-008,-2.77966067298947883E-012)
  0.10249000000000000        1.2500000000000000     
   (9.80641781337830780E-008,2.04561937034574659E-011)   (9.86154978246384843E-008,2.06867643600686232E-011)
   (9.80623497174737559E-008,2.04558084644983001E-011)   (3.37278499052052853E-015,7.07515549991608961E-019)   (3.37278499052053011E-015,7.07515549991609154E-019) (-9.86136616781112709E-008,-2.06863758687814930E-011)
  0.15248500000000001        1.2500000000000000     
   (3.22959250074862314E-007,6.73724328083836479E-011)   (3.24774941658928363E-007,6.81318171810444878E-011)
   (3.22945921004056854E-007,6.73696244332017102E-011)   (1.11074966980436223E-014,2.33014803460422263E-018)   (1.11074966980436255E-014,2.33014803460422340E-018) (-3.24761556234964647E-007,-6.81289850964679780E-011)
  0.20247999999999999        1.2500000000000000     
   (7.56159423869876090E-007,1.57756143515905423E-010)   (7.60410588044964142E-007,1.59534300710080496E-010)
   (7.56104397577715767E-007,1.57744549719750452E-010)   (2.60056781671364867E-014,5.45599368281082203E-018)   (2.60056781671364962E-014,5.45599368281082357E-018) (-7.60355329110641254E-007,-1.59522609034197723E-010)
  0.25247500000000000        1.2500000000000000     
   (1.46596264259606432E-006,3.05885235976262223E-010)   (1.47420443772576484E-006,3.09333059724557789E-010)
   (1.46579678112927383E-006,3.05850289683393242E-010)   (5.04150550531042498E-014,1.05786073865534867E-017)   (5.04150550531042688E-014,1.05786073865534883E-017) (-1.47403787501702288E-006,-3.09297818398042336E-010)
  0.30247000000000002        1.2500000000000000     
   (2.52066786406993756E-006,5.26070787835384274E-010)   (2.53483958699520155E-006,5.32000550757545336E-010)
   (2.52025854891233815E-006,5.25984546853234840E-010)   (8.66825482941483954E-014,1.81925155766954302E-017)   (8.66825482941484080E-014,1.81925155766954363E-017) (-2.53442854130667581E-006,-5.31913581681531007E-010)
  0.35246499999999997        1.2500000000000000     
   (3.98857553089924171E-006,8.32674996203344408E-010)   (4.01100041642465238E-006,8.42060797834202755E-010)
   (3.98769606775115748E-006,8.32489696872676288E-010)   (1.37154072721430691E-013,2.87937864027386177E-017)   (1.37154072721430741E-013,2.87937864027386239E-017) (-4.01011723495518337E-006,-8.41873934086743348E-010)
  0.40245999999999998        1.2500000000000000     
   (5.93798779606548828E-006,1.24013273053715982E-009)   (5.97137285316597675E-006,1.25411156995684753E-009)
   (5.93628076535370891E-006,1.23977306577527302E-009)   (2.04174338250225863E-013,4.28807443190361627E-017)   (2.04174338250225913E-013,4.28807443190361627E-017) (-5.96965860516905451E-006,-1.25374886863306901E-009)
  0.45245499999999994        1.2500000000000000     
   (8.43720856179561499E-006,1.76297766994679472E-009)   (8.48464624301884413E-006,1.78285033388134125E-009)
   (8.43414311752406340E-006,1.76233179208507703E-009)   (2.90086706208952067E-013,6.09548138093864281E-017)   (2.90086706208952117E-013,6.09548138093864527E-017) (-8.48156783795236439E-006,-1.78219900299454643E-009)
  0.50244999999999995        1.2500000000000000     
   (1.15545440364200429E-005,2.41587134639648803E-009)   (1.16195087801006457E-005,2.44310404392216267E-009)
   (1.15493671559107505E-005,2.41478059541123209E-009)   (3.97232825422136742E-013,8.35214943580641809E-017)   (3.97232825422136742E-013,8.35214943580641562E-017) (-1.16143100114110184E-005,-2.44200408385116477E-009)
  0.55244499999999985        1.2500000000000000     
   (1.53583020524345180E-005,3.21363691614004109E-009)   (1.54446566665788401E-005,3.24986327520153221E-009)
   (1.53499837399866113E-005,3.21188427400980690E-009)   (5.27952737982008757E-013,1.11091484015647037E-016)   (5.27952737982008656E-013,1.11091484015646963E-016) (-1.54363031832416307E-005,-3.24809583551843352E-009)
  0.60243999999999998        1.2500000000000000     
   (1.99167949824398026E-005,4.17129681125363763E-009)   (2.00287815734462131E-005,4.21831954143796290E-009)
