   99.930833333333339     
   243.16000000000000     
   1.5657325065640271        1.3615417342964159E-004
         501           1
 
   90.000000000000000        90.000000000000000     
   2.5000000000000001E-003   1.2500000000000000     
 (  1.9005576338775138E-011,  3.5500631541468834E-015) (  2.0762192872386398E-011,  4.2366290936337226E-015)
 (  1.9005576074886929E-011,  3.5500630910581273E-015) ( -1.2713176377821758E-034, -2.5941871007600697E-038) (  1.2713176377821758E-034,  2.5941871007600677E-038) ( -2.0762192589791244E-011, -4.2366290220939214E-015)
   5.2495000000000000E-002   1.2500000000000000     
 (  1.7596090273647920E-007,  3.2869254295500581E-011) (  1.9222439614288286E-007,  3.9226040092886739E-011)
 (  1.7595982550416642E-007,  3.2868996757184228E-011) ( -1.1770292758482914E-030, -2.4018909879387380E-034) (  1.1770292758482914E-030,  2.4018909879387380E-034) ( -1.9222324254632833E-007, -3.9225748056085383E-011)
  0.10249000000000000        1.2500000000000000     
 (  1.3095155324951826E-006,  2.4468029151458986E-010) (  1.4305510189738705E-006,  2.9200095106639604E-010)
 (  1.3094849744010356E-006,  2.4467298583943969E-010) ( -8.7594374759283188E-030, -1.7879582839704762E-033) (  8.7594374759283188E-030,  1.7879582839704762E-033) ( -1.4305182946262892E-006, -2.9199266675665811E-010)
  0.15248500000000001        1.2500000000000000     
 (  4.3127453941232149E-006,  8.0638335605807052E-010) (  4.7113691064726688E-006,  9.6233863308020750E-010)
 (  4.3125226260313897E-006,  8.0633009746504719E-010) ( -2.8847640668048329E-029, -5.8923923294878056E-033) (  2.8847640668048329E-029,  5.8923923294878056E-033) ( -4.7111305462868851E-006, -9.6227824014771453E-010)
  0.20247999999999999        1.2500000000000000     
 (  1.0097819207744858E-005,  1.8905482029609535E-009) (  1.1031174226592200E-005,  2.2561897927254533E-009)
 (  1.0096899550386807E-005,  1.8903283327495850E-009) ( -6.7541611066126686E-029, -1.3814219011241265E-032) (  6.7541611066126686E-029,  1.3814219011241263E-032) ( -1.1030189373752187E-005, -2.2559404691121823E-009)
  0.25247500000000000        1.2500000000000000     
 (  1.9577063061133398E-005,  3.6731661037327014E-009) (  2.1386651737595971E-005,  4.3835943857144629E-009)
 (  1.9574290987600958E-005,  3.6725033536621694E-009) ( -1.3094085400093973E-028, -2.6838883393336449E-032) (  1.3094085400093971E-028,  2.6838883393336449E-032) ( -2.1383683145879077E-005, -4.3828428535672501E-009)
  0.30247000000000002        1.2500000000000000     
 (  3.3663010855507031E-005,  6.3361451369716940E-009) (  3.6774736600785200E-005,  7.5616626396926886E-009)
 (  3.3656169828851819E-005,  6.3345095559953142E-009) ( -2.2514424014264688E-028, -4.6294695695536854E-032) (  2.2514424014264679E-028,  4.6294695695536810E-032) ( -3.6767410591200032E-005, -7.5598079520531999E-009)
  0.35246499999999997        1.2500000000000000     
 (  5.3268460745699161E-005,  1.0070503275707127E-008) (  5.8192678322028444E-005,  1.2018388118400591E-008)
 (  5.3253761804333679E-005,  1.0066988936492389E-008) ( -3.5624986916622393E-028, -7.3576073935128675E-032) (  3.5624986916622371E-028,  7.3576073935128544E-032) ( -5.8176937300908668E-005, -1.2014402978850896E-008)
  0.40245999999999998        1.2500000000000000     
 (  7.9306520732584646E-005,  1.5080260238591228E-008) (  8.6638102838098747E-005,  1.7997292196581616E-008)
 (  7.9277989832331978E-005,  1.5073438720393888E-008) ( -5.3035491483591155E-028, -1.1017187747417676E-031) (  5.3035491483591065E-028,  1.1017187747417626E-031) ( -8.6607549196268384E-005, -1.7989556807045298E-008)
  0.45245499999999994        1.2500000000000000     
 (  1.1269066306394912E-004,  2.1587024242107336E-008) (  1.2310906559350436E-004,  2.5762908449329109E-008)
 (  1.1263942720130542E-004,  2.1574773884888938E-008) ( -7.5355541617691757E-028, -1.5769888354082707E-031) (  7.5355541617691452E-028,  1.5769888354082574E-031) ( -1.2305419718958030E-004, -2.5749016878090436E-008)
  0.50244999999999995        1.2500000000000000     
 (  1.5433478405954892E-004,  2.9835277502714333E-008) (  1.6860413309244238E-004,  3.5607087403764658E-008)
 (  1.5424825619209966E-004,  2.9814588425987554E-008) ( -1.0319462431088749E-027, -2.1794028699317891E-031) (  1.0319462431088680E-027,  2.1794028699317553E-031) ( -1.6851147034283311E-004, -3.5583626467160729E-008)
  0.55244499999999985        1.2500000000000000     
 (  2.0515321647450547E-004,  4.0098357791616522E-008) (  2.2412243324747709E-004,  4.7856146704941260E-008)
