    1    1    1    0.73665E+42    0.35000E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1    2    0.12854E+43    0.35000E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1    3    0.22430E+43    0.35000E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1    4    0.39138E+43    0.35000E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1    5    0.68294E+43    0.35000E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1    6    0.45702E+43    0.31801E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1    7    0.12442E+43    0.26410E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1    8    0.33872E+42    0.21932E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1    9    0.92212E+41    0.18214E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   10    0.25432E+41    0.15145E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   11    0.69236E+40    0.12578E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   12    0.18849E+40    0.10445E+07    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   13    0.51314E+39    0.86742E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   14    0.13970E+39    0.72035E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   15    0.38031E+38    0.59822E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   16    0.10353E+38    0.49680E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   17    0.28555E+37    0.41311E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   18    0.77742E+36    0.34307E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   19    0.21178E+36    0.28490E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   20    0.57156E+35    0.23629E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   21    0.14844E+35    0.19496E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   22    0.36368E+34    0.15940E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   23    0.76807E+33    0.12765E+06    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   24    0.13382E+33    0.99467E+05    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   25    0.19614E+32    0.75619E+05    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   26    0.26288E+31    0.56747E+05    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   27    0.34332E+30    0.42418E+05    0.60000E+01    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   28    0.33998E+05    0.66266E+04    0.17693E+00    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   29    0.43511E+04    0.43556E+04    0.00000E+00    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
    1    1   30    0.32504E+04    0.32516E+04    0.00000E+00    0.10000E+07    0.10000E+07    0.12100E-01    0.19000E+01    0.26180E+02
