   54.507727272727273     
   243.16000000000000     
   1.2210125784106582        7.8316962477288570E-005
         501           1
 
   90.000000000000000        90.000000000000000     
   2.5000000000000001E-003   1.2500000000000000     
 (  2.8460624295739832E-011,  9.2900159965181030E-015) (  2.9575475105496174E-011,  1.0032080561994480E-014)
 (  2.8460623122077065E-011,  9.2900155831561704E-015) ( -1.8109754770932401E-034, -6.1428774454227194E-038) (  1.8109754770932405E-034,  6.1428774454227215E-038) ( -2.9575473897267988E-011, -1.0032080124598474E-014)
   5.2495000000000000E-002   1.2500000000000000     
 (  2.6349972831472845E-007,  8.6016372202006828E-011) (  2.7382151136188305E-007,  9.2887199179038585E-011)
 (  2.6349493726234770E-007,  8.6014684799501558E-011) ( -1.6766453376256500E-030, -5.6876080686851260E-034) (  1.6766453376256500E-030,  5.6876080686851260E-034) ( -2.7381657920867883E-007, -9.2885413665969467E-011)
  0.10249000000000000        1.2500000000000000     
 (  1.9609941013759391E-006,  6.4040743237880951E-010) (  2.0378112899218001E-006,  6.9156289287979290E-010)
 (  1.9608581940513110E-006,  6.4035956580665637E-010) ( -1.2477205377234089E-029, -4.2343390565698900E-033) (  1.2477205377234089E-029,  4.2343390565698900E-033) ( -2.0376713799657811E-006, -6.9151224317591765E-010)
  0.15248500000000001        1.2500000000000000     
 (  6.4583589873961711E-006,  2.1114010989537165E-009) (  6.7113574133284186E-006,  2.2800639598550688E-009)
 (  6.4573682433795880E-006,  2.1110521565724164E-009) ( -4.1089452979716991E-029, -1.3959452584395103E-032) (  4.1089452979716991E-029,  1.3959452584395101E-032) ( -6.7103374902477938E-006, -2.2796947283849276E-009)
  0.20247999999999999        1.2500000000000000     
 (  1.5121667860804640E-005,  4.9538662889814873E-009) (  1.5714066804903178E-005,  5.3496072828353096E-009)
 (  1.5117577862008167E-005,  4.9524257686416445E-009) ( -9.6197134179998426E-029, -3.2749001630545110E-032) (  9.6197134179998370E-029,  3.2749001630545066E-032) ( -1.5709856346169287E-005, -5.3480830023562018E-009)
  0.25247500000000000        1.2500000000000000     
 (  2.9317335223424120E-005,  9.6367015375445498E-009) (  3.0465917236476087E-005,  1.0406573359027220E-008)
 (  2.9305007372763138E-005,  9.6323595489491244E-009) ( -1.8647828216601476E-028, -6.3698085140493186E-032) (  1.8647828216601447E-028,  6.3698085140492989E-032) ( -3.0453226291932334E-005, -1.0401978894523217E-008)
  0.30247000000000002        1.2500000000000000     
 (  5.0412215944394668E-005,  1.6653073079398940E-008) (  5.2387378156914187E-005,  1.7983568790763687E-008)
 (  5.0381794054524591E-005,  1.6642358036291781E-008) ( -3.2060334178796393E-028, -1.1005887007873003E-031) (  3.2060334178796263E-028,  1.1005887007872896E-031) ( -5.2356060217121164E-005, -1.7972230672491178E-008)
  0.35246499999999997        1.2500000000000000     
 (  7.9773736312840042E-005,  2.6533512683649144E-008) (  8.2899534655118755E-005,  2.8653576642305743E-008)
 (  7.9708373598156551E-005,  2.6510490545391238E-008) ( -5.0723331515629168E-028, -1.7532636883527709E-031) (  5.0723331515628567E-028,  1.7532636883527302E-031) ( -8.2832246657148112E-005, -2.8629215719524303E-008)
  0.40245999999999998        1.2500000000000000     
 (  1.1876996839131435E-004,  3.9861858184261077E-008) (  1.2342420244159790E-004,  4.3047181292620545E-008)
 (  1.1864310527103601E-004,  3.9817173319980550E-008) ( -7.5501785459416144E-028, -2.6334304292334481E-031) (  7.5501785459414279E-028,  2.6334304292333054E-031) ( -1.2329360233903394E-004, -4.2999897784910523E-008)
  0.45245499999999994        1.2500000000000000     
 (  1.6876979817142485E-004,  5.7294048722470524E-008) (  1.7538403457254806E-004,  6.1872876706247735E-008)
 (  1.6854199137652289E-004,  5.7213806476861599E-008) ( -1.0725933078773055E-027, -3.7842228754448705E-031) (  1.0725933078772519E-027,  3.7842228754444803E-031) ( -1.7514951696434943E-004, -6.1787967726524031E-008)
  0.50244999999999995        1.2500000000000000     
 (  2.3114296042732376E-004,  7.9579741818761398E-008) (  2.4020269760024023E-004,  8.5940436672934636E-008)
 (  2.3075826398337809E-004,  7.9444232823394376E-008) ( -1.4685811915525687E-027, -5.2549066566175890E-031) (  1.4685811915524288E-027,  5.2549066566165678E-031) ( -2.3980666793385537E-004, -8.5797046246222173E-008)
  0.55244499999999985        1.2500000000000000     
 (  3.0726018876953614E-004,  1.0758676930940979E-007) (  3.1930492320193240E-004,  1.1618733076569343E-007)
 (  3.0664208752105961E-004,  1.0736903558507738E-007) ( -1.9515859064361508E-027, -7.1024879182506078E-031) (  1.9515859064358140E-027,  7.1024879182482072E-031) ( -3.1866861138597216E-004, -1.1595693239531049E-007)
  0.60243999999999998        1.2500000000000000     
 (  3.9849335364318649E-004,  1.4232838815233856E-007) (  4.1411660117490084E-004,  1.5370821264562052E-007)
 (  3.9754025008715887E-004,  1.4199263086176031E-007) ( -2.5301927091831761E-027, -9.3935102868109165E-031) (  2.5301927091824414E-027,  9.3935102868057545E-031) ( -4.1313541512610831E-004, -1.5335292429316927E-007)
  0.65243499999999988        1.2500000000000000     
 (  5.0621551734984901E-004,  1.8499336130979132E-007) (  5.2606508520102694E-004,  1.9978741534826944E-007)
 (  5.0479577242488051E-004,  1.8449319015653961E-007) ( -3.2129669927832888E-027, -1.2206035950974931E-030) (  3.2129669927818141E-027,  1.2206035950964348E-030) ( -5.2460350522930057E-004, -1.9925814671770081E-007)
  0.70242999999999989        1.2500000000000000     
 (  6.3180105966745227E-004,  2.3697878138150596E-007) (  6.5657909599094438E-004,  2.5593452102872302E-007)
 (  6.2974758864371629E-004,  2.3625530512980731E-007) ( -4.0084511059804013E-027, -1.5631814985265971E-030) (  4.0084511059775221E-027,  1.5631814985245146E-030) ( -6.5446511101956270E-004, -2.5516895272771066E-007)
  0.75242499999999990        1.2500000000000000     
 (  7.7662569674965892E-004,  2.9992575422445522E-007) (  8.0708884907869523E-004,  3.2392285282499371E-007)
 (  7.7373012117923671E-004,  2.9890551221489167E-007) ( -4.9251625529410427E-027, -1.9778633585610568E-030) (  4.9251625529357012E-027,  1.9778633585571977E-030) ( -8.0410793555862209E-004, -3.2284324690791510E-007)
  0.80241999999999991        1.2500000000000000     
 (  9.4206685509339299E-004,  3.7575773980790408E-007) (  9.7902627700840951E-004,  4.0583106559909404E-007)
 (  9.3807321118141653E-004,  3.7435047319777455E-007) ( -5.9715927814298457E-027, -2.4772852030519798E-030) (  5.9715927814202230E-027,  2.4772852030450977E-030) ( -9.7491492172874315E-004, -4.0434190695710987E-007)
  0.85241499999999992        1.2500000000000000     
 (  1.1295034998174615E-003,  4.6672169318428693E-007) (  1.1738252277595251E-003,  5.0408764305960130E-007)
 (  1.1241015061819828E-003,  4.6481795543068311E-007) ( -7.1562058223190079E-027, -3.0762120519189781E-030) (  7.1562058223027013E-027,  3.0762120519071358E-030) ( -1.1682639952133240E-003, -5.0207310963846442E-007)
  0.90240999999999982        1.2500000000000000     
 (  1.3403161535480810E-003,  5.7543192421792390E-007) (  1.3929212836952113E-003,  6.2151833243202514E-007)
 (  1.3331340366477206E-003,  5.7290052880047182E-007) ( -8.4874346295587608E-027, -3.7918274871175934E-030) (  8.4874346295317496E-027,  3.7918274870977783E-030) ( -1.3855274305132710E-003, -6.1883959399568549E-007)
  0.95240499999999984        1.2500000000000000     
 (  1.5758875287477437E-003,  7.0491659340772023E-007) (  1.6377522912014318E-003,  7.6139672315509184E-007)
 (  1.5664844103470410E-003,  7.0160189753094024E-007) ( -9.9736817494843016E-027, -4.6440424633625026E-030) (  9.9736817494398216E-027,  4.6440424633301718E-030) ( -1.6280719265528714E-003, -7.5788906544979907E-007)
   1.0024000000000000        1.2500000000000000     
 (  1.8376020244979968E-003,  8.5866710939911604E-007) (  1.9097577053799799E-003,  9.2749743462481441E-007)
 (  1.8254598704092594E-003,  8.5438613002676095E-007) ( -1.1623312785649601E-026, -5.6558200809283711E-030) (  1.1623312785578569E-026,  5.6558200808773695E-030) ( -1.8972575013474205E-003, -9.2296720638462934E-007)
   1.0523950000000000        1.2500000000000000     
 (  2.1268459326973421E-003,  1.0406896863262484E-006) (  2.2103799231490656E-003,  1.1241524418241818E-006)
 (  2.1113610652896075E-003,  1.0352290464801734E-006) ( -1.3444662001318292E-026, -6.8535195568039273E-030) (  1.3444662001208824E-026,  6.8535195567242397E-030) ( -2.1944383757802150E-003, -1.1183738216109604E-006)
   1.1023899999999998        1.2500000000000000     
 (  2.4450083063976614E-003,  1.2555604245471516E-006) (  2.5410631549926885E-003,  1.3563103280916181E-006)
 (  2.4254824821248618E-003,  1.2486731249615325E-006) ( -1.5446022892291210E-026, -8.2672581049293015E-030) (  1.5446022892125251E-026,  8.2672581048091304E-030) ( -2.5209613960302936E-003, -1.3490219055886643E-006)
   1.1523849999999998        1.2500000000000000     
 (  2.7934795564656832E-003,  1.5084819480087263E-006) (  2.9032540943316567E-003,  1.6295979527576549E-006)
 (  2.7691106086067921E-003,  1.4998839595416123E-006) ( -1.7635649764083293E-026, -9.9312875835745527E-030) (  1.7635649763834330E-026,  9.9312875833953630E-030) ( -2.8781662559404985E-003, -1.6204991208629525E-006)
   1.2023800000000000        1.2500000000000000     
 (  3.1736531696289708E-003,  1.8053433082366003E-006) (  3.2984024909738594E-003,  1.9503857340492729E-006)
 (  3.1435252221688310E-003,  1.7947099788445964E-006) ( -2.0021758734172065E-026, -1.1884393231857141E-029) (  2.0021758733810804E-026,  1.1884393231593824E-029) ( -3.2673856294916106E-003, -1.9391328828512883E-006)
   1.2523750000000000        1.2500000000000000     
 (  3.5869245892315989E-003,  2.1527821373987376E-006) (  3.7279602138021789E-003,  2.3258548783552571E-006)
 (  3.5499978372952978E-003,  2.1397444041095080E-006) ( -2.2612519459415220E-026, -1.4170304309870106E-029) (  2.2612519458892173E-026,  1.4170304309490035E-029) ( -3.6899437821517121E-003, -2.3120573836293725E-006)
   1.3023699999999998        1.2500000000000000     
 (  4.0346921749285459E-003,  2.5582499246503444E-006) (  4.1933823893638613E-003,  2.7640681704385995E-006)
 (  3.9897922408347114E-003,  2.5423903261415941E-006) ( -2.5416059663271104E-026, -1.6838126501510171E-029) (  2.5416059662526367E-026,  1.6838126500968429E-029) ( -4.1471572764335742E-003, -2.7472841689154335E-006)
   1.3523649999999998        1.2500000000000000     
 (  4.5183562712744025E-003,  3.0300784774119491E-006) (  4.6961262707097820E-003,  3.2740429366338659E-006)
 (  4.4641631298525742E-003,  3.0109269512907804E-006) ( -2.8440455738336900E-026, -1.9942787541438118E-029) (  2.8440455737289091E-026,  1.9942787540676924E-029) ( -4.6403333990175976E-003, -3.2537748726220851E-006)
   1.4023599999999998        1.2500000000000000     
 (  5.0393209259646495E-003,  3.5775508925278900E-006) (  5.2376527591732197E-003,  3.8658266371385385E-006)
 (  4.9743574070576458E-003,  3.5545803463376721E-006) ( -3.1693739502605786E-026, -2.3545498945686881E-029) (  3.1693739501152782E-026,  2.3545498944630843E-029) ( -5.1707712436048535E-003, -3.8415165717406876E-006)
   1.4523549999999998        1.2500000000000000     
 (  5.5989916289203839E-003,  4.2109724116573323E-006) (  5.8194254639525973E-003,  4.5505766589549643E-006)
 (  5.5216114981557441E-003,  4.1835940554446281E-006) ( -3.5183890088311567E-026, -2.7714243303431029E-029) (  3.5183890086325756E-026,  2.7714243301982434E-029) ( -5.7397603300501122E-003, -4.5216013187383374E-006)
   1.5023499999999999        1.2500000000000000     
 (  6.1987777836093726E-003,  4.9417462513449319E-006) (  6.4429112630100633E-003,  5.3406394941687803E-006)
 (  6.1071534097894937E-003,  4.9093046687385875E-006) ( -3.8918834921561945E-026, -3.2524257831066129E-029) (  3.8918834918879011E-026,  3.2524257829100152E-029) ( -6.3485807531360652E-003, -5.3063050513875601E-006)
   1.5523449999999999        1.2500000000000000     
